date,sp500,ftse,dax
2015-06-11,6846.7001953125,11332.7802734375,2108.860107421875
2015-06-12,6784.89990234375,11196.490234375,2094.110107421875
2015-06-15,6710.5,10984.9697265625,2084.429931640625
2015-06-16,6710.10009765625,11044.009765625,2096.2900390625
2015-06-17,6680.60009765625,10978.009765625,2100.43994140625
2015-06-18,6707.89990234375,11100.2998046875,2121.239990234375
2015-06-19,6710.5,11040.099609375,2109.989990234375
2015-06-22,6825.7001953125,11460.5,2122.85009765625
2015-06-23,6834.89990234375,11542.5400390625,2124.199951171875
2015-06-24,6844.7998046875,11471.259765625,2108.580078125
2015-06-25,6807.7998046875,11473.1298828125,2102.31005859375
2015-06-26,6753.7001953125,11492.4296875,2101.489990234375
2015-06-29,6620.5,11083.2001953125,2057.639892578125
2015-06-30,6521.0,10944.9697265625,2063.110107421875
2015-07-01,6608.60009765625,11180.5,2077.419921875
2015-07-02,6630.5,11099.349609375,2076.780029296875
2015-07-06,6535.7001953125,10890.6298828125,2068.760009765625
2015-07-07,6432.2001953125,10676.7802734375,2081.340087890625
2015-07-08,6490.7001953125,10747.2998046875,2046.6800537109375
2015-07-09,6581.60009765625,10996.41015625,2051.31005859375
2015-07-10,6673.39990234375,11315.6298828125,2076.6201171875
2015-07-13,6738.0,11484.3798828125,2099.60009765625
2015-07-14,6753.7998046875,11516.900390625,2108.949951171875
2015-07-15,6753.7998046875,11539.66015625,2107.39990234375
2015-07-16,6796.5,11716.759765625,2124.2900390625
2015-07-17,6775.10009765625,11673.419921875,2126.639892578125
2015-07-20,6788.7001953125,11735.7197265625,2128.280029296875
2015-07-21,6769.10009765625,11604.7998046875,2119.2099609375
2015-07-22,6667.2998046875,11520.669921875,2114.14990234375
2015-07-23,6655.0,11512.1103515625,2102.14990234375
2015-07-24,6579.7998046875,11347.4501953125,2079.64990234375
2015-07-27,6505.10009765625,11056.400390625,2067.639892578125
2015-07-28,6555.2998046875,11173.91015625,2093.25
2015-07-29,6631.0,11211.849609375,2108.570068359375
2015-07-30,6668.89990234375,11257.150390625,2108.6298828125
2015-07-31,6696.2998046875,11308.990234375,2103.840087890625
2015-08-03,6688.60009765625,11443.7197265625,2098.0400390625
2015-08-04,6686.60009765625,11456.0703125,2093.320068359375
2015-08-05,6752.39990234375,11636.2998046875,2099.840087890625
2015-08-06,6747.10009765625,11585.099609375,2083.56005859375
2015-08-07,6718.5,11490.830078125,2077.570068359375
2015-08-10,6736.2001953125,11604.7802734375,2104.179931640625
2015-08-11,6664.5,11293.650390625,2084.070068359375
2015-08-12,6571.2001953125,10924.6103515625,2086.050048828125
2015-08-13,6568.2998046875,11014.6298828125,2083.389892578125
2015-08-14,6550.7001953125,10985.1396484375,2091.5400390625
2015-08-17,6550.2998046875,10940.330078125,2102.43994140625
2015-08-18,6526.2998046875,10915.919921875,2096.919921875
2015-08-19,6403.5,10682.150390625,2079.610107421875
2015-08-20,6367.89990234375,10432.1904296875,2035.72998046875
2015-08-21,6187.7001953125,10124.51953125,1970.8900146484375
2015-08-24,5898.89990234375,9648.4296875,1893.2099609375
2015-08-25,6081.2998046875,10128.1201171875,1867.6099853515625
2015-08-26,5979.2001953125,9997.4296875,1940.510009765625
2015-08-27,6192.0,10315.6201171875,1987.6600341796875
2015-08-28,6247.89990234375,10298.5302734375,1988.8699951171875
2015-09-01,6058.5,10015.5703125,1913.8499755859375
2015-09-02,6083.2998046875,10048.0498046875,1948.8599853515625
2015-09-03,6194.10009765625,10317.83984375,1951.1300048828125
2015-09-04,6042.89990234375,10038.0400390625,1921.219970703125
2015-09-08,6146.10009765625,10271.3603515625,1969.4100341796875
2015-09-09,6229.0,10303.1201171875,1942.0400390625
2015-09-10,6155.7998046875,10210.4404296875,1952.2900390625
2015-09-11,6117.7998046875,10123.5595703125,1961.050048828125
2015-09-14,6084.60009765625,10131.740234375,1953.030029296875
2015-09-15,6137.60009765625,10188.1298828125,1978.0899658203125
2015-09-16,6229.2001953125,10227.2099609375,1995.31005859375
2015-09-17,6187.0,10229.580078125,1990.199951171875
2015-09-18,6104.10009765625,9916.16015625,1958.030029296875
2015-09-21,6108.7001953125,9948.509765625,1966.969970703125
2015-09-22,5935.7998046875,9570.66015625,1942.739990234375
2015-09-23,6032.2001953125,9612.6201171875,1938.760009765625
2015-09-24,5961.5,9427.6396484375,1932.239990234375
2015-09-25,6109.0,9688.5302734375,1931.3399658203125
2015-09-28,5958.89990234375,9483.5498046875,1881.77001953125
2015-09-29,5909.2001953125,9450.400390625,1884.0899658203125
2015-09-30,6061.60009765625,9660.4404296875,1920.030029296875
2015-10-01,6072.5,9509.25,1923.8199462890625
2015-10-02,6130.0,9553.0703125,1951.3599853515625
2015-10-05,6298.89990234375,9814.7900390625,1987.050048828125
2015-10-06,6326.2001953125,9902.830078125,1979.9200439453125
2015-10-07,6336.39990234375,9970.400390625,1995.8299560546875
2015-10-08,6374.7998046875,9993.0703125,2013.4300537109375
2015-10-09,6416.2001953125,10096.599609375,2014.8900146484375
2015-10-12,6371.2001953125,10119.830078125,2017.4599609375
2015-10-13,6342.2998046875,10032.8203125,2003.68994140625
2015-10-14,6269.60009765625,9915.849609375,1994.239990234375
2015-10-15,6338.7001953125,10064.7998046875,2023.8599853515625
2015-10-16,6378.0,10104.4296875,2033.1099853515625
2015-10-19,6352.2998046875,10164.3095703125,2033.6600341796875
2015-10-20,6345.10009765625,10147.6796875,2030.77001953125
2015-10-21,6348.39990234375,10238.099609375,2018.93994140625
2015-10-22,6376.2998046875,10491.9697265625,2052.510009765625
2015-10-23,6444.10009765625,10794.5400390625,2075.14990234375
2015-10-26,6417.0,10801.33984375,2071.179931640625
2015-10-27,6365.2998046875,10692.1904296875,2065.889892578125
2015-10-28,6437.7998046875,10831.9599609375,2090.35009765625
2015-10-29,6395.7998046875,10800.83984375,2089.409912109375
2015-10-30,6361.10009765625,10850.1396484375,2079.360107421875
2015-11-02,6361.7998046875,10950.669921875,2104.050048828125
2015-11-03,6383.60009765625,10951.150390625,2109.7900390625
2015-11-04,6412.89990234375,10845.240234375,2102.31005859375
2015-11-05,6364.89990234375,10887.740234375,2099.929931640625
2015-11-06,6353.7998046875,10988.0302734375,2099.199951171875
2015-11-09,6295.2001953125,10815.4501953125,2078.580078125
2015-11-10,6275.2998046875,10832.51953125,2081.719970703125
2015-11-11,6297.2001953125,10907.8701171875,2075.0
2015-11-12,6178.7001953125,10782.6298828125,2045.969970703125
2015-11-13,6118.2998046875,10708.400390625,2023.0400390625
2015-11-16,6146.39990234375,10713.23046875,2053.18994140625
2015-11-17,6268.7998046875,10971.0400390625,2050.43994140625
2015-11-18,6279.0,10959.9501953125,2083.580078125
2015-11-19,6329.89990234375,11085.4404296875,2081.239990234375
2015-11-20,6334.60009765625,11119.830078125,2089.169921875
2015-11-23,6305.5,11092.3095703125,2086.590087890625
2015-11-24,6277.2001953125,10933.990234375,2089.139892578125
2015-11-25,6337.60009765625,11169.5400390625,2088.8701171875
2015-11-27,6375.2001953125,11293.759765625,2090.110107421875
2015-11-30,6356.10009765625,11382.23046875,2080.409912109375
2015-12-01,6395.7001953125,11261.240234375,2102.6298828125
2015-12-02,6420.89990234375,11190.01953125,2079.510009765625
2015-12-03,6275.0,10789.240234375,2049.6201171875
2015-12-04,6238.2998046875,10752.099609375,2091.68994140625
2015-12-07,6223.5,10886.08984375,2077.070068359375
2015-12-08,6135.2001953125,10673.599609375,2063.590087890625
2015-12-09,6126.7001953125,10592.490234375,2047.6199951171875
2015-12-10,6088.10009765625,10598.9296875,2052.22998046875
2015-12-11,5952.7998046875,10340.0595703125,2012.3699951171875
2015-12-14,5874.10009765625,10139.33984375,2021.93994140625
2015-12-15,6017.7998046875,10450.3798828125,2043.4100341796875
2015-12-16,6061.2001953125,10469.259765625,2073.070068359375
2015-12-17,6102.5,10738.1201171875,2041.8900146484375
2015-12-18,6052.39990234375,10608.1904296875,2005.550048828125
2015-12-21,6034.7998046875,10497.76953125,2021.1500244140625
2015-12-22,6083.10009765625,10488.75,2038.969970703125
2015-12-23,6241.0,10727.6396484375,2064.2900390625
2015-12-29,6314.60009765625,10860.1396484375,2078.360107421875
2015-12-30,6274.10009765625,10743.009765625,2063.360107421875
2016-01-04,6093.39990234375,10283.4404296875,2012.6600341796875
2016-01-05,6137.2001953125,10310.099609375,2016.7099609375
2016-01-06,6073.39990234375,10214.01953125,1990.260009765625
2016-01-07,5954.10009765625,9979.849609375,1943.0899658203125
2016-01-08,5912.39990234375,9849.33984375,1922.030029296875
2016-01-11,5871.7998046875,9825.0703125,1923.6700439453125
2016-01-12,5929.2001953125,9985.4296875,1938.6800537109375
2016-01-13,5961.0,9960.9599609375,1890.280029296875
2016-01-14,5918.2001953125,9794.2001953125,1921.8399658203125
2016-01-15,5804.10009765625,9545.26953125,1880.3299560546875
2016-01-19,5876.7998046875,9664.2099609375,1881.3299560546875
2016-01-20,5673.60009765625,9391.6396484375,1859.3299560546875
2016-01-21,5773.7998046875,9574.16015625,1868.989990234375
2016-01-22,5900.0,9764.8798828125,1906.9000244140625
2016-01-25,5877.0,9736.150390625,1877.0799560546875
2016-01-26,5911.5,9822.75,1903.6300048828125
2016-01-27,5990.39990234375,9880.8203125,1882.949951171875
2016-01-28,5931.7998046875,9639.58984375,1893.3599853515625
2016-01-29,6083.7998046875,9798.1103515625,1940.239990234375
2016-02-01,6060.10009765625,9757.8798828125,1939.3800048828125
2016-02-02,5922.0,9581.0400390625,1903.030029296875
2016-02-03,5837.10009765625,9434.8203125,1912.530029296875
2016-02-04,5898.7998046875,9393.3603515625,1915.449951171875
2016-02-05,5848.10009765625,9286.23046875,1880.050048828125
2016-02-08,5689.39990234375,8979.3603515625,1853.43994140625
2016-02-09,5632.2001953125,8879.400390625,1852.2099609375
2016-02-10,5672.2998046875,9017.2900390625,1851.8599853515625
2016-02-11,5537.0,8752.8701171875,1829.0799560546875
2016-02-12,5707.60009765625,8967.509765625,1864.780029296875
2016-02-16,5862.2001953125,9135.1103515625,1895.5799560546875
2016-02-17,6030.2998046875,9377.2099609375,1926.8199462890625
2016-02-18,5972.0,9463.6396484375,1917.8299560546875
2016-02-19,5950.2001953125,9388.0498046875,1917.780029296875
2016-02-22,6037.7001953125,9573.58984375,1945.5
2016-02-23,5962.2998046875,9416.76953125,1921.27001953125
2016-02-24,5867.2001953125,9167.7998046875,1929.800048828125
2016-02-25,6012.7998046875,9331.48046875,1951.699951171875
2016-02-26,6096.0,9513.2998046875,1948.050048828125
2016-02-29,6097.10009765625,9495.400390625,1932.22998046875
2016-03-01,6152.89990234375,9717.16015625,1978.3499755859375
2016-03-02,6147.10009765625,9776.6201171875,1986.449951171875
2016-03-03,6130.5,9751.919921875,1993.4000244140625
2016-03-04,6199.39990234375,9824.169921875,1999.989990234375
2016-03-07,6182.39990234375,9778.9296875,2001.760009765625
2016-03-08,6125.39990234375,9692.8203125,1979.260009765625
2016-03-09,6146.2998046875,9723.08984375,1989.260009765625
2016-03-10,6036.7001953125,9498.150390625,1989.5699462890625
2016-03-11,6139.7998046875,9831.1298828125,2022.18994140625
2016-03-14,6174.60009765625,9990.259765625,2019.6400146484375
2016-03-15,6140.0,9933.849609375,2015.9300537109375
2016-03-16,6175.5,9983.41015625,2027.219970703125
2016-03-17,6201.10009765625,9892.2001953125,2040.5899658203125
2016-03-18,6189.60009765625,9950.7998046875,2049.580078125
2016-03-21,6184.60009765625,9948.6396484375,2051.60009765625
2016-03-22,6192.7001953125,9990.0,2049.800048828125
2016-03-23,6199.10009765625,10022.9296875,2036.7099609375
2016-03-24,6106.5,9851.349609375,2035.93994140625
2016-03-29,6105.89990234375,9887.9404296875,2055.010009765625
2016-03-30,6203.2001953125,10046.6103515625,2063.949951171875
2016-03-31,6174.89990234375,9965.509765625,2059.739990234375
2016-04-01,6146.10009765625,9794.6396484375,2072.780029296875
2016-04-04,6164.7001953125,9822.080078125,2066.1298828125
2016-04-05,6091.2001953125,9563.3603515625,2045.1700439453125
2016-04-06,6161.60009765625,9624.509765625,2066.659912109375
2016-04-07,6136.89990234375,9530.6201171875,2041.9100341796875
2016-04-08,6204.39990234375,9622.259765625,2047.5999755859375
2016-04-11,6200.10009765625,9682.990234375,2041.989990234375
2016-04-12,6242.39990234375,9761.4697265625,2061.719970703125
2016-04-13,6362.89990234375,10026.099609375,2082.419921875
2016-04-14,6365.10009765625,10093.650390625,2082.780029296875
2016-04-15,6343.7998046875,10051.5703125,2080.72998046875
2016-04-18,6353.5,10120.3095703125,2094.340087890625
2016-04-19,6405.39990234375,10349.58984375,2100.800048828125
2016-04-20,6410.2998046875,10421.2900390625,2102.39990234375
2016-04-21,6381.39990234375,10435.73046875,2091.47998046875
2016-04-22,6310.39990234375,10373.490234375,2091.580078125
2016-04-25,6260.89990234375,10294.349609375,2087.7900390625
2016-04-26,6284.5,10259.58984375,2091.699951171875
2016-04-27,6319.89990234375,10299.830078125,2095.14990234375
2016-04-28,6322.39990234375,10321.150390625,2075.81005859375
2016-04-29,6241.89990234375,10038.9697265625,2065.300048828125
2016-05-03,6185.60009765625,9926.76953125,2063.3701171875
2016-05-04,6112.0,9828.25,2051.1201171875
2016-05-05,6117.2998046875,9851.8603515625,2050.6298828125
2016-05-06,6125.7001953125,9869.9501953125,2057.139892578125
2016-05-09,6114.7998046875,9980.490234375,2058.68994140625
2016-05-10,6156.7001953125,10045.4404296875,2084.389892578125
2016-05-11,6162.5,9975.3203125,2064.4599609375
2016-05-12,6104.2001953125,9862.1201171875,2064.110107421875
2016-05-13,6138.5,9952.900390625,2046.6099853515625
2016-05-17,6167.7998046875,9890.1904296875,2047.2099609375
2016-05-18,6165.7998046875,9943.23046875,2047.6300048828125
2016-05-19,6053.39990234375,9795.8896484375,2040.0400390625
2016-05-20,6156.2998046875,9916.01953125,2052.320068359375
2016-05-23,6136.39990234375,9842.2900390625,2048.0400390625
2016-05-24,6219.2998046875,10057.3095703125,2076.06005859375
2016-05-25,6262.89990234375,10205.2099609375,2090.5400390625
2016-05-26,6265.7001953125,10272.7099609375,2090.10009765625
2016-05-27,6270.7998046875,10286.3095703125,2099.06005859375
2016-05-31,6230.7998046875,10262.740234375,2096.949951171875
2016-06-01,6191.89990234375,10204.4404296875,2099.330078125
2016-06-02,6185.60009765625,10208.0,2105.260009765625
2016-06-03,6209.60009765625,10103.259765625,2099.1298828125
2016-06-06,6273.39990234375,10121.080078125,2109.409912109375
2016-06-07,6284.5,10287.6796875,2112.1298828125
2016-06-08,6301.5,10217.0302734375,2119.1201171875
2016-06-09,6231.89990234375,10088.8701171875,2115.47998046875
2016-06-10,6115.7998046875,9834.6201171875,2096.070068359375
2016-06-13,6045.0,9657.4404296875,2079.06005859375
2016-06-14,5923.5,9519.2001953125,2075.320068359375
2016-06-15,5966.7998046875,9606.7099609375,2071.5
2016-06-16,5950.5,9550.4697265625,2077.989990234375
2016-06-17,6021.10009765625,9631.3603515625,2071.219970703125
2016-06-20,6204.0,9962.01953125,2083.25
2016-06-21,6226.60009765625,10015.5400390625,2088.89990234375
2016-06-22,6261.2001953125,10071.0595703125,2085.449951171875
2016-06-23,6338.10009765625,10257.0302734375,2113.320068359375
2016-06-24,6138.7001953125,9557.16015625,2037.4100341796875
2016-06-27,5982.2001953125,9268.66015625,2000.5400390625
2016-06-28,6140.39990234375,9447.2802734375,2036.0899658203125
2016-06-29,6360.10009765625,9612.26953125,2070.77001953125
2016-06-30,6504.2998046875,9680.08984375,2098.860107421875
2016-07-01,6577.7998046875,9776.1201171875,2102.949951171875
2016-07-05,6545.39990234375,9532.6103515625,2088.550048828125
2016-07-06,6463.60009765625,9373.259765625,2099.72998046875
2016-07-07,6533.7998046875,9418.7802734375,2097.89990234375
2016-07-08,6590.60009765625,9629.66015625,2129.89990234375
2016-07-11,6682.89990234375,9833.41015625,2137.159912109375
2016-07-12,6680.7001953125,9964.0703125,2152.139892578125
2016-07-13,6670.39990234375,9930.7099609375,2152.429931640625
2016-07-14,6654.5,10068.2998046875,2163.75
2016-07-15,6669.2001953125,10066.900390625,2161.739990234375
2016-07-18,6695.39990234375,10063.1298828125,2166.889892578125
2016-07-19,6697.39990234375,9981.240234375,2163.780029296875
2016-07-20,6729.0,10142.009765625,2173.02001953125
2016-07-21,6699.89990234375,10156.2099609375,2165.169921875
2016-07-22,6730.5,10147.4599609375,2175.030029296875
2016-07-25,6710.10009765625,10198.240234375,2168.47998046875
2016-07-26,6724.0,10247.759765625,2169.179931640625
2016-07-27,6750.39990234375,10319.5498046875,2166.580078125
2016-07-28,6721.10009765625,10274.9296875,2170.06005859375
2016-07-29,6724.39990234375,10337.5,2173.60009765625
2016-08-01,6694.0,10330.51953125,2170.840087890625
2016-08-02,6645.39990234375,10144.33984375,2157.030029296875
2016-08-03,6634.39990234375,10170.2099609375,2163.7900390625
2016-08-04,6740.2001953125,10227.8603515625,2164.25
2016-08-05,6793.5,10367.2099609375,2182.8701171875
2016-08-08,6809.10009765625,10432.3603515625,2180.889892578125
2016-08-09,6851.2998046875,10692.900390625,2181.739990234375
2016-08-10,6866.39990234375,10650.8896484375,2175.489990234375
2016-08-11,6914.7001953125,10742.83984375,2185.7900390625
2016-08-12,6916.0,10713.4296875,2184.050048828125
2016-08-15,6941.2001953125,10739.2099609375,2190.14990234375
2016-08-16,6893.89990234375,10676.650390625,2178.14990234375
2016-08-17,6859.2001953125,10537.669921875,2182.219970703125
2016-08-18,6869.0,10603.0302734375,2187.02001953125
2016-08-19,6859.0,10544.3603515625,2183.8701171875
2016-08-22,6828.5,10494.349609375,2182.639892578125
2016-08-23,6868.5,10592.8798828125,2186.89990234375
2016-08-24,6835.7998046875,10622.9697265625,2175.43994140625
2016-08-25,6816.89990234375,10529.58984375,2172.469970703125
2016-08-26,6838.10009765625,10587.76953125,2169.0400390625
2016-08-30,6820.7998046875,10657.6396484375,2176.1201171875
2016-08-31,6781.5,10592.6904296875,2170.949951171875
2016-09-01,6746.0,10534.3095703125,2170.860107421875
2016-09-02,6894.60009765625,10683.8203125,2179.97998046875
2016-09-06,6826.10009765625,10687.1396484375,2186.47998046875
2016-09-07,6846.60009765625,10752.98046875,2186.159912109375
2016-09-08,6858.7001953125,10675.2900390625,2181.300048828125
2016-09-09,6777.0,10573.4404296875,2127.81005859375
2016-09-12,6700.89990234375,10431.76953125,2159.0400390625
2016-09-13,6665.60009765625,10386.599609375,2127.02001953125
2016-09-14,6673.2998046875,10378.400390625,2125.77001953125
2016-09-15,6730.2998046875,10431.2001953125,2147.260009765625
2016-09-16,6710.2998046875,10276.169921875,2139.159912109375
2016-09-19,6813.60009765625,10373.8701171875,2139.1201171875
2016-09-20,6830.7998046875,10393.8603515625,2139.760009765625
2016-09-21,6834.7998046875,10436.490234375,2163.1201171875
2016-09-22,6911.39990234375,10674.1796875,2177.179931640625
2016-09-23,6909.39990234375,10626.9697265625,2164.68994140625
2016-09-26,6818.0,10393.7099609375,2146.10009765625
2016-09-27,6807.7001953125,10361.48046875,2159.929931640625
2016-09-28,6849.39990234375,10438.33984375,2171.3701171875
2016-09-29,6919.39990234375,10405.5400390625,2151.1298828125
2016-09-30,6899.2998046875,10511.01953125,2168.27001953125
2016-10-04,7074.2998046875,10619.6103515625,2150.489990234375
2016-10-05,7033.2998046875,10585.7802734375,2159.72998046875
2016-10-06,7000.0,10568.7998046875,2160.77001953125
2016-10-07,7044.39990234375,10490.8603515625,2153.739990234375
2016-10-10,7097.5,10624.080078125,2163.659912109375
2016-10-11,7070.89990234375,10577.16015625,2136.72998046875
2016-10-12,7024.0,10523.0703125,2139.179931640625
2016-10-13,6977.7001953125,10414.0703125,2132.550048828125
2016-10-14,7013.60009765625,10580.3798828125,2132.97998046875
2016-10-17,6947.60009765625,10503.5703125,2126.5
2016-10-18,7000.10009765625,10631.5498046875,2139.60009765625
2016-10-19,7021.89990234375,10645.6796875,2144.2900390625
2016-10-20,7026.89990234375,10701.3896484375,2141.340087890625
2016-10-21,7020.5,10710.73046875,2141.159912109375
2016-10-24,6986.39990234375,10761.169921875,2151.330078125
2016-10-25,7017.60009765625,10757.3095703125,2143.159912109375
2016-10-26,6958.10009765625,10709.6796875,2139.429931640625
2016-10-27,6986.60009765625,10717.080078125,2133.0400390625
2016-10-28,6996.2998046875,10696.1904296875,2126.409912109375
2016-10-31,6954.2001953125,10665.009765625,2126.14990234375
2016-11-01,6917.10009765625,10526.16015625,2111.719970703125
2016-11-02,6845.39990234375,10370.9296875,2097.93994140625
2016-11-03,6790.5,10325.8798828125,2088.659912109375
2016-11-04,6693.2998046875,10259.1298828125,2085.179931640625
2016-11-07,6806.89990234375,10456.9501953125,2131.52001953125
2016-11-08,6843.10009765625,10482.3203125,2139.56005859375
2016-11-09,6911.7998046875,10646.009765625,2163.260009765625
2016-11-10,6828.0,10630.1201171875,2167.47998046875
2016-11-11,6730.39990234375,10667.9501953125,2164.449951171875
2016-11-14,6753.2001953125,10693.6904296875,2164.199951171875
2016-11-15,6792.7001953125,10735.1396484375,2180.389892578125
2016-11-16,6749.7001953125,10663.8701171875,2176.93994140625
2016-11-17,6794.7001953125,10685.5400390625,2187.1201171875
2016-11-18,6775.7998046875,10664.5595703125,2181.89990234375
2016-11-21,6778.0,10685.1298828125,2198.179931640625
2016-11-22,6819.7001953125,10713.849609375,2202.93994140625
2016-11-23,6817.7001953125,10662.4404296875,2204.719970703125
2016-11-25,6840.7998046875,10699.26953125,2213.35009765625
