date,spx,dax,ftse,nikkei
2025-01-30,6071.169921875,21727.19921875,8646.900390625,39513.96875
2025-01-31,6040.52978515625,21732.05078125,8674.0,39572.48828125
2025-02-03,5994.56982421875,21428.240234375,8583.599609375,38520.08984375
2025-02-04,6037.8798828125,21505.69921875,8570.7998046875,38798.37109375
2025-02-05,6061.47998046875,21585.9296875,8623.2998046875,38831.48046875
2025-02-06,6083.56982421875,21902.419921875,8727.2998046875,39066.53125
2025-02-07,6025.990234375,21787.0,8700.5,38787.01953125
2025-02-10,6066.43994140625,21911.740234375,8767.7998046875,38801.171875
2025-02-11,6068.5,22037.830078125,8777.400390625,
2025-02-12,6051.97021484375,22148.029296875,8807.400390625,38963.69921875
2025-02-13,6115.06982421875,22612.01953125,8764.7001953125,39461.46875
2025-02-14,6114.6298828125,22513.419921875,8732.5,39149.4296875
2025-02-17,,22798.08984375,8768.0,39174.25
2025-02-18,6129.580078125,22844.5,8766.7001953125,39270.3984375
2025-02-19,6144.14990234375,22433.630859375,8712.5,39164.609375
2025-02-20,6117.52001953125,22314.650390625,8663.0,38678.0390625
2025-02-21,6013.1298828125,22287.560546875,8659.400390625,38776.94140625
2025-02-24,5983.25,22425.9296875,8659.0,
2025-02-25,5955.25,22410.26953125,8668.7001953125,38237.7890625
2025-02-26,5956.06005859375,22794.109375,8731.5,38142.37109375
2025-02-27,5861.56982421875,22550.890625,8756.2001953125,38256.171875
2025-02-28,5954.5,22551.4296875,8809.7001953125,37155.5
2025-03-03,5849.72021484375,23147.01953125,8871.2998046875,37785.46875
2025-03-04,5778.14990234375,22326.810546875,8759.0,37331.1796875
2025-03-05,5842.6298828125,23081.029296875,8755.7998046875,37418.23828125
2025-03-06,5738.52001953125,23419.48046875,8682.7998046875,37704.9296875
2025-03-07,5770.2001953125,23008.939453125,8679.900390625,36887.171875
2025-03-10,5614.56005859375,22620.94921875,8600.2001953125,37028.26953125
2025-03-11,5572.06982421875,22328.76953125,8496.0,36793.109375
2025-03-12,5599.2998046875,22676.41015625,8541.0,36819.08984375
2025-03-13,5521.52001953125,22567.140625,8542.599609375,36790.03125
2025-03-14,5638.93994140625,22986.8203125,8632.2998046875,37053.1015625
2025-03-17,5675.1201171875,23154.5703125,8680.2998046875,37396.51953125
2025-03-18,5614.66015625,23380.69921875,8705.2001953125,37845.421875
2025-03-19,5675.2900390625,23288.060546875,8706.7001953125,37751.87890625
2025-03-20,5662.89013671875,22999.150390625,8702.0,
2025-03-21,5667.56005859375,22891.6796875,8646.7998046875,37677.05859375
2025-03-24,5767.56982421875,22852.66015625,8638.0,37608.48828125
2025-03-25,5776.64990234375,23109.7890625,8663.7998046875,37780.5390625
2025-03-26,5712.2001953125,22839.029296875,8689.599609375,38027.2890625
2025-03-27,5693.31005859375,22678.740234375,8666.099609375,37799.96875
2025-03-28,5580.93994140625,22461.51953125,8658.900390625,37120.328125
2025-03-31,5611.85009765625,22163.490234375,8582.7998046875,35617.55859375
